time,symbol,open,close,high,low,volume,category
2021-11-02,SENFLOAT,176.5,177.5,177.78,174.95,4545090809,index
2021-11-03,SENFLOAT,178.27,177.68,179.13,176.67,5059519742,index
2021-11-08,SENFLOAT,178.13,176.82,178.43,175.81,3149839890,index
2021-11-09,SENFLOAT,176.73,171.25,176.74,170.33,4396591103,index
2021-11-11,SENFLOAT,171.36,167.58,171.37,167.56,3790560645,index
2021-11-14,SENFLOAT,167.62,167.7,168.46,165.93,2920607958,index
2021-11-15,SENFLOAT,167.78,169.06,169.96,167.34,3500702436,index
2021-11-16,SENFLOAT,169.21,173.24,173.25,168.7,3820764082,index
2021-11-17,SENFLOAT,173.71,173.1,174.77,172.86,5169719081,index
2021-11-18,SENFLOAT,173.04,171.06,173.44,170.4,4426914106,index
2021-11-21,SENFLOAT,171.27,170.27,172.18,170.01,2691627919,index
2021-11-22,SENFLOAT,170.38,170.33,171.62,170.11,2563081331,index
2021-11-23,SENFLOAT,170.32,168.24,170.6,167.56,2850953943,index
2021-11-24,SENFLOAT,168.21,167.89,168.61,165.56,2685908115,index
2021-11-25,SENFLOAT,167.96,167.76,168.89,167.1,2618581599,index
2021-11-28,SENFLOAT,167.75,163.43,167.91,162.97,3786813972,index
2021-11-29,SENFLOAT,163.54,161.43,164.93,161.16,2849747030,index
2021-11-30,SENFLOAT,161.43,161.56,162.81,159.79,2200063238,index
2021-12-01,SENFLOAT,161.51,161.41,162.72,161.14,1806534279,index
2021-12-02,SENFLOAT,161.67,158.49,162.04,158.11,2282450277,index
2021-12-05,SENFLOAT,157.15,152.57,157.2,152.23,2769555252,index
2021-12-06,SENFLOAT,152.5,155.0,155.0,148.22,3035672811,index
2021-12-07,SENFLOAT,155.17,152.81,157.61,152.67,2186542470,index
2021-12-08,SENFLOAT,152.87,149.65,153.1,149.14,1825044150,index
2021-12-09,SENFLOAT,149.54,149.67,150.81,148.25,1793900153,index
2021-12-12,SENFLOAT,149.47,144.48,150.02,144.41,2306047483,index
2021-12-13,SENFLOAT,143.97,140.4,143.98,139.03,2755273969,index
2021-12-14,SENFLOAT,140.41,148.01,148.02,140.41,1219043907,index
2021-12-15,SENFLOAT,148.86,147.75,152.58,145.76,3080231386,index
2021-12-16,SENFLOAT,147.88,145.76,147.99,145.44,1548601001,index
2021-12-20,SENFLOAT,147.23,145.3,147.23,144.26,1881569101,index
2021-12-21,SENFLOAT,145.54,148.68,149.07,145.53,1824585079,index
2021-12-22,SENFLOAT,149.9,153.71,154.08,149.73,3295269169,index
2021-12-23,SENFLOAT,155.18,153.64,155.25,152.66,3063588780,index
2021-12-26,SENFLOAT,154.22,155.84,156.38,154.2,3719148654,index
2021-12-27,SENFLOAT,156.07,152.42,156.7,152.23,3863497007,index
2021-12-28,SENFLOAT,152.57,152.19,152.83,150.25,2220381780,index
2021-12-29,SENFLOAT,152.22,152.2,152.97,151.77,2849102004,index
2022-01-02,SENFLOAT,153.29,155.95,155.98,152.88,3083668661,index
2022-01-03,SENFLOAT,156.54,158.43,159.39,156.44,3309315305,index
2022-01-04,SENFLOAT,158.48,164.71,164.71,157.02,3175600878,index
2022-01-05,SENFLOAT,165.16,161.95,165.93,161.52,3037763478,index
2022-01-06,SENFLOAT,161.99,165.26,165.3,161.07,2545362469,index
2022-01-09,SENFLOAT,165.75,169.82,169.91,165.75,4758204835,index
2022-01-10,SENFLOAT,170.34,169.67,171.73,168.28,4812759015,index
2022-01-11,SENFLOAT,169.97,171.91,172.83,168.66,4661100108,index
2022-01-12,SENFLOAT,172.21,169.74,174.23,169.33,5316703489,index
2022-01-13,SENFLOAT,169.75,173.07,173.13,169.59,4225059819,index
2022-01-16,SENFLOAT,173.69,177.06,177.9,173.68,6399017273,index
2022-01-17,SENFLOAT,178.15,178.22,178.93,176.25,5074609055,index
2022-01-18,SENFLOAT,178.5,178.08,181.05,176.46,5636110510,index
2022-01-19,SENFLOAT,179.13,175.93,179.36,175.34,4040485754,index
2022-01-20,SENFLOAT,176.16,177.34,177.54,175.07,3692129741,index
2022-01-23,SENFLOAT,177.99,176.73,179.82,175.75,4745865034,index
2022-01-24,SENFLOAT,177.48,170.55,177.48,169.58,6098097778,index
2022-01-25,SENFLOAT,171.36,170.31,173.02,168.24,3800678866,index
2022-01-26,SENFLOAT,170.34,167.97,170.77,167.27,2881280656,index
2022-01-27,SENFLOAT,168.01,167.76,169.31,167.53,2228124521,index
2022-01-30,SENFLOAT,169.49,174.33,174.59,169.48,3938833844,index
2022-01-31,SENFLOAT,175.41,173.14,175.81,172.86,3200889976,index
2022-02-01,SENFLOAT,173.25,174.63,175.1,172.29,3608488673,index
2022-02-03,SENFLOAT,175.11,173.53,176.7,173.18,5197368978,index
2022-02-06,SENFLOAT,173.62,171.07,173.63,170.91,3561359659,index
2022-02-07,SENFLOAT,170.99,171.29,172.17,170.52,2700109718,index
